"","CaseChannel","CaseDepartment","CaseID","Activity","Resource","CompleteTimestamp","Month","Weekday"
"7177","Internet","General","case-8840","Confirmation of receipt","Resource06",2011-08-04 08:39:44.97,"8","4"
"7178","Internet","General","case-8840","T02 Check confirmation of receipt","Resource06",2011-08-04 08:40:04.627,"8","4"
"7179","Internet","General","case-8840","T04 Determine confirmation of receipt","Resource06",2011-08-04 08:40:20.179,"8","4"
"7180","Internet","General","case-8840","T05 Print and send confirmation of receipt","Resource06",2011-08-04 08:40:37.42,"8","4"
"7181","Internet","General","case-8840","T06 Determine necessity of stop advice","Resource06",2011-08-04 08:41:54.151,"8","4"
"7182","Internet","General","case-8840","T10 Determine necessity to stop indication","Resource06",2011-08-04 08:43:07.086,"8","4"
"7183","Internet","General","case-8841","Confirmation of receipt","Resource01",2011-08-11 08:53:05.442,"8","4"
"7184","Internet","General","case-8841","T02 Check confirmation of receipt","Resource01",2011-08-11 08:53:24.186,"8","4"
"7185","Internet","General","case-8841","T04 Determine confirmation of receipt","Resource01",2011-08-11 08:53:40.24,"8","4"
"7186","Internet","General","case-8841","T05 Print and send confirmation of receipt","Resource01",2011-08-11 08:53:58.92,"8","4"
"7187","Internet","General","case-8841","T06 Determine necessity of stop advice","Resource01",2011-08-11 08:54:39.774,"8","4"
"7188","Internet","General","case-8841","T10 Determine necessity to stop indication","Resource01",2011-08-11 08:55:03.003,"8","4"
"7189","Internet","General","case-8842","Confirmation of receipt","Resource01",2011-08-04 10:20:33.171,"8","4"
"7190","Internet","General","case-8842","T02 Check confirmation of receipt","Resource01",2011-08-04 10:20:56.365,"8","4"
"7191","Internet","General","case-8842","T04 Determine confirmation of receipt","Resource01",2011-08-04 10:21:15.634,"8","4"
"7192","Internet","General","case-8842","T05 Print and send confirmation of receipt","Resource01",2011-08-04 10:21:37.453,"8","4"
"7193","Internet","General","case-8842","T06 Determine necessity of stop advice","Resource01",2011-08-04 10:21:52.096,"8","4"
"7194","Internet","General","case-8842","T10 Determine necessity to stop indication","Resource01",2011-08-04 10:22:31.296,"8","4"
"7195","Internet","General","case-8844","Confirmation of receipt","Resource02",2011-08-19 11:12:50.362,"8","5"
"7196","Internet","General","case-8844","T02 Check confirmation of receipt","Resource02",2011-08-19 11:17:17.445,"8","5"
"7197","Internet","General","case-8844","T04 Determine confirmation of receipt","Resource02",2011-08-19 11:17:53.079,"8","5"
"7198","Internet","General","case-8844","T05 Print and send confirmation of receipt","Resource02",2011-08-19 11:18:20.997,"8","5"
"7199","Internet","General","case-8844","T06 Determine necessity of stop advice","Resource02",2011-08-19 11:21:01.84,"8","5"
"7200","Internet","General","case-8844","T10 Determine necessity to stop indication","Resource02",2011-08-19 11:22:01.653,"8","5"
"7201","Internet","General","case-8847","Confirmation of receipt","Resource05",2011-08-03 10:01:03.756,"8","3"
"7202","Internet","General","case-8847","T02 Check confirmation of receipt","Resource05",2011-08-03 10:01:28.231,"8","3"
"7203","Internet","General","case-8847","T04 Determine confirmation of receipt","Resource05",2011-08-03 10:02:08.192,"8","3"
"7204","Internet","General","case-8847","T05 Print and send confirmation of receipt","Resource05",2011-08-03 10:02:35.898,"8","3"
"7205","Internet","General","case-8847","T06 Determine necessity of stop advice","Resource05",2011-08-03 10:03:20.534,"8","3"
"7206","Internet","General","case-8847","T10 Determine necessity to stop indication","Resource05",2011-08-03 10:07:21.748,"8","3"
"7207","Internet","General","case-8848","Confirmation of receipt","Resource01",2011-08-04 09:59:05.463,"8","4"
"7208","Internet","General","case-8848","T02 Check confirmation of receipt","Resource01",2011-08-04 09:59:27.085,"8","4"
"7209","Internet","General","case-8848","T04 Determine confirmation of receipt","Resource01",2011-08-04 09:59:43.384,"8","4"
"7210","Internet","General","case-8848","T05 Print and send confirmation of receipt","Resource01",2011-08-04 10:00:01.088,"8","4"
"7211","Internet","General","case-8848","T06 Determine necessity of stop advice","Resource01",2011-08-04 10:00:17.269,"8","4"
"7212","Internet","General","case-8848","T10 Determine necessity to stop indication","Resource01",2011-08-04 10:00:37.127,"8","4"
"7213","Internet","General","case-8849","Confirmation of receipt","Resource04",2011-08-03 15:55:27.259,"8","3"
"7214","Internet","General","case-8849","T02 Check confirmation of receipt","Resource04",2011-08-03 15:55:49.201,"8","3"
"7215","Internet","General","case-8849","T04 Determine confirmation of receipt","Resource04",2011-08-03 15:56:19.76,"8","3"
"7216","Internet","General","case-8849","T05 Print and send confirmation of receipt","Resource04",2011-08-03 15:56:49.992,"8","3"
"7217","Internet","General","case-8849","T06 Determine necessity of stop advice","Resource04",2011-08-03 15:57:10.427,"8","3"
"7218","Internet","General","case-8849","T10 Determine necessity to stop indication","Resource04",2011-08-03 15:57:39.056,"8","3"
"7219","Internet","General","case-8851","Confirmation of receipt","Resource14",2011-08-10 12:24:02.297,"8","3"
"7220","Internet","General","case-8851","T02 Check confirmation of receipt","Resource14",2011-08-10 12:24:35.513,"8","3"
"7221","Internet","General","case-8851","T04 Determine confirmation of receipt","Resource14",2011-08-10 12:25:07.162,"8","3"
"7222","Internet","General","case-8851","T05 Print and send confirmation of receipt","Resource14",2011-08-10 12:25:46.856,"8","3"
"7223","Internet","General","case-8851","T06 Determine necessity of stop advice","Resource14",2011-08-10 12:26:11.567,"8","3"
"7224","Internet","General","case-8851","T10 Determine necessity to stop indication","Resource14",2011-08-10 12:26:35.18,"8","3"
"7225","Internet","General","case-8852","Confirmation of receipt","Resource13",2011-08-03 15:40:30.301,"8","3"
"7226","Internet","General","case-8852","T06 Determine necessity of stop advice","Resource13",2011-08-03 15:42:29.092,"8","3"
"7227","Internet","General","case-8852","T10 Determine necessity to stop indication","Resource13",2011-08-03 15:42:45.748,"8","3"
"7228","Internet","General","case-8852","T02 Check confirmation of receipt","Resource13",2011-08-03 15:43:25.988,"8","3"
"7229","Internet","General","case-8852","T04 Determine confirmation of receipt","Resource13",2011-08-03 15:43:57.368,"8","3"
"7230","Internet","General","case-8852","T05 Print and send confirmation of receipt","Resource13",2011-08-03 15:44:19.909,"8","3"
"7231","Internet","General","case-8853","Confirmation of receipt","Resource13",2011-08-03 15:04:37.733,"8","3"
"7232","Internet","General","case-8853","T02 Check confirmation of receipt","Resource13",2011-08-03 15:07:43.27,"8","3"
"7233","Internet","General","case-8853","T04 Determine confirmation of receipt","Resource13",2011-08-03 15:08:16.825,"8","3"
"7234","Internet","General","case-8853","T05 Print and send confirmation of receipt","Resource13",2011-08-03 15:08:43.505,"8","3"
"7235","Internet","General","case-8853","T06 Determine necessity of stop advice","Resource13",2011-08-03 15:08:58.365,"8","3"
"7236","Internet","General","case-8853","T10 Determine necessity to stop indication","Resource13",2011-08-03 15:09:14.162,"8","3"
"7237","Internet","General","case-8854","Confirmation of receipt","Resource09",2011-08-02 15:36:37.72,"8","2"
"7238","Internet","General","case-8854","T02 Check confirmation of receipt","Resource09",2011-08-02 15:38:12.025,"8","2"
"7239","Internet","General","case-8854","T04 Determine confirmation of receipt","Resource09",2011-08-02 15:38:38.518,"8","2"
"7240","Internet","General","case-8854","T05 Print and send confirmation of receipt","Resource09",2011-08-02 15:39:04.276,"8","2"
"7241","Internet","General","case-8854","T06 Determine necessity of stop advice","Resource09",2011-08-02 15:39:28.302,"8","2"
"7242","Internet","General","case-8854","T10 Determine necessity to stop indication","Resource09",2011-08-02 15:40:08.563,"8","2"
"7243","Internet","General","case-8855","Confirmation of receipt","Resource01",2011-08-04 13:11:13.023,"8","4"
"7244","Internet","General","case-8855","T02 Check confirmation of receipt","Resource01",2011-08-04 13:12:02.623,"8","4"
"7245","Internet","General","case-8855","T04 Determine confirmation of receipt","Resource01",2011-08-04 13:12:51.212,"8","4"
"7246","Internet","General","case-8855","T05 Print and send confirmation of receipt","Resource01",2011-08-04 13:13:20.8,"8","4"
"7247","Internet","General","case-8855","T06 Determine necessity of stop advice","Resource01",2011-08-04 13:13:56.694,"8","4"
"7248","Internet","General","case-8855","T10 Determine necessity to stop indication","Resource01",2011-08-04 13:14:15.811,"8","4"
"7249","Internet","General","case-8856","Confirmation of receipt","Resource01",2011-08-04 12:03:43.336,"8","4"
"7250","Internet","General","case-8856","T02 Check confirmation of receipt","Resource01",2011-08-04 12:46:28.88,"8","4"
"7251","Internet","General","case-8856","T04 Determine confirmation of receipt","Resource01",2011-08-04 12:47:05.201,"8","4"
"7252","Internet","General","case-8856","T05 Print and send confirmation of receipt","Resource01",2011-08-04 12:48:05.459,"8","4"
"7253","Internet","General","case-8856","T06 Determine necessity of stop advice","Resource01",2011-08-04 12:48:34.861,"8","4"
"7254","Internet","General","case-8856","T10 Determine necessity to stop indication","Resource01",2011-08-04 12:49:44.542,"8","4"
"7255","Internet","General","case-8858","Confirmation of receipt","Resource14",2011-08-16 14:13:19.944,"8","2"
"7256","Internet","General","case-8858","T02 Check confirmation of receipt","Resource14",2011-08-16 14:26:06.687,"8","2"
"7257","Internet","General","case-8858","T06 Determine necessity of stop advice","Resource14",2011-08-16 14:28:19.502,"8","2"
"7258","Internet","General","case-8858","T10 Determine necessity to stop indication","Resource14",2011-08-16 14:28:47.911,"8","2"
"7259","Internet","General","case-8858","T04 Determine confirmation of receipt","Resource14",2011-08-16 14:30:58.954,"8","2"
"7260","Internet","General","case-8858","T05 Print and send confirmation of receipt","Resource14",2011-08-16 14:31:53.449,"8","2"
"7261","Internet","General","case-8863","Confirmation of receipt","Resource02",2011-08-08 14:38:14.155,"8","1"
"7262","Internet","General","case-8863","T02 Check confirmation of receipt","Resource02",2011-08-08 14:39:00.312,"8","1"
"7263","Internet","General","case-8863","T04 Determine confirmation of receipt","Resource02",2011-08-08 14:39:22.139,"8","1"
"7264","Internet","General","case-8863","T05 Print and send confirmation of receipt","Resource02",2011-08-08 14:39:55.089,"8","1"
"7265","Internet","General","case-8863","T06 Determine necessity of stop advice","Resource02",2011-08-08 14:40:18.949,"8","1"
"7266","Internet","General","case-8863","T10 Determine necessity to stop indication","Resource02",2011-08-08 14:42:56.289,"8","1"
"7267","Internet","General","case-8864","Confirmation of receipt","Resource01",2011-08-04 15:31:38.201,"8","4"
"7268","Internet","General","case-8864","T02 Check confirmation of receipt","Resource01",2011-08-04 15:32:00.946,"8","4"
"7269","Internet","General","case-8864","T04 Determine confirmation of receipt","Resource01",2011-08-04 15:32:18.665,"8","4"
"7270","Internet","General","case-8864","T05 Print and send confirmation of receipt","Resource01",2011-08-04 15:32:35.742,"8","4"
"7271","Internet","General","case-8864","T06 Determine necessity of stop advice","Resource01",2011-08-04 15:32:52.326,"8","4"
"7272","Internet","General","case-8864","T10 Determine necessity to stop indication","Resource01",2011-08-04 15:33:10.015,"8","4"
"7273","Internet","General","case-8905","Confirmation of receipt","Resource02",2011-08-01 15:20:40.408,"8","1"
"7274","Internet","General","case-8905","T02 Check confirmation of receipt","Resource02",2011-08-01 15:21:05.21,"8","1"
"7275","Internet","General","case-8905","T04 Determine confirmation of receipt","Resource02",2011-08-01 15:21:22.927,"8","1"
"7276","Internet","General","case-8905","T05 Print and send confirmation of receipt","Resource02",2011-08-01 15:21:42.34,"8","1"
"7277","Internet","General","case-8905","T06 Determine necessity of stop advice","Resource02",2011-08-01 15:23:51.774,"8","1"
"7278","Internet","General","case-8905","T10 Determine necessity to stop indication","Resource02",2011-08-01 15:24:23.013,"8","1"
"7279","Internet","General","case-891","Confirmation of receipt","Resource26",2010-10-02 09:20:39.266,"10","6"
"7280","Internet","General","case-891","T02 Check confirmation of receipt","Resource26",2010-10-02 09:21:26.588,"10","6"
"7281","Internet","General","case-891","T03 Adjust confirmation of receipt","Resource26",2010-10-02 09:31:12.836,"10","6"
"7282","Internet","General","case-891","T02 Check confirmation of receipt","Resource26",2010-10-02 09:31:40.16,"10","6"
"7283","Internet","General","case-891","T03 Adjust confirmation of receipt","Resource26",2010-10-02 09:32:01.401,"10","6"
"7284","Internet","General","case-891","T02 Check confirmation of receipt","Resource21",2010-11-09 14:13:52.563,"11","2"
"7285","Internet","General","case-891","T04 Determine confirmation of receipt","Resource21",2010-11-09 14:14:10.016,"11","2"
"7286","Internet","General","case-891","T05 Print and send confirmation of receipt","Resource21",2010-11-09 14:14:22.628,"11","2"
"7287","Internet","General","case-891","T06 Determine necessity of stop advice","Resource21",2010-11-09 14:14:37.3,"11","2"
"7288","Internet","General","case-891","T07-1 Draft intern advice aspect 1","Resource21",2010-11-09 14:17:36.097,"11","2"
"7289","Internet","General","case-891","T06 Determine necessity of stop advice","Resource26",2010-11-10 07:52:33.8,"11","3"
"7290","Internet","General","case-891","T07-1 Draft intern advice aspect 1","Resource26",2010-11-10 07:52:51.041,"11","3"
"7291","Internet","General","case-891","T06 Determine necessity of stop advice","Resource26",2010-11-10 07:53:08.065,"11","3"
"7292","Internet","General","case-891","T10 Determine necessity to stop indication","admin1",2010-11-10 09:38:45.959,"11","3"
"7293","Internet","General","case-891","T11 Create document X request unlicensed","admin1",2010-11-10 09:38:57.202,"11","3"
"7294","Internet","General","case-891","T12 Check document X request unlicensed","admin1",2010-11-10 09:39:07.674,"11","3"
"7295","Internet","General","case-891","T14 Determine document X request unlicensed","admin1",2010-11-10 09:39:21.494,"11","3"
"7296","Internet","General","case-891","T15 Print document X request unlicensed","Resource26",2010-11-12 13:40:44.291,"11","5"
"7297","Internet","General","case-8919","Confirmation of receipt","Resource01",2011-08-10 10:27:23.598,"8","3"
"7298","Internet","General","case-8919","T02 Check confirmation of receipt","Resource01",2011-08-10 10:35:09.945,"8","3"
"7299","Internet","General","case-8919","T04 Determine confirmation of receipt","Resource01",2011-08-10 10:35:54.845,"8","3"
"7300","Internet","General","case-8919","T05 Print and send confirmation of receipt","Resource01",2011-08-10 10:36:35.526,"8","3"
"7301","Internet","General","case-8919","T06 Determine necessity of stop advice","Resource01",2011-08-10 10:37:22.264,"8","3"
"7302","Internet","General","case-8919","T10 Determine necessity to stop indication","Resource01",2011-08-10 10:44:06.78,"8","3"
"7303","Internet","General","case-8921","Confirmation of receipt","Resource04",2011-08-09 12:38:23.664,"8","2"
"7304","Internet","General","case-8921","T02 Check confirmation of receipt","Resource04",2011-08-09 12:38:53.023,"8","2"
"7305","Internet","General","case-8921","T04 Determine confirmation of receipt","Resource04",2011-08-09 12:39:17.208,"8","2"
"7306","Internet","General","case-8921","T05 Print and send confirmation of receipt","Resource04",2011-08-09 12:39:35.544,"8","2"
"7307","Internet","General","case-8921","T06 Determine necessity of stop advice","Resource04",2011-08-09 12:39:51.234,"8","2"
"7308","Internet","General","case-8921","T10 Determine necessity to stop indication","Resource04",2011-08-09 12:40:09.569,"8","2"
"7309","Internet","General","case-8921","T11 Create document X request unlicensed","Resource04",2011-08-09 14:31:12.429,"8","2"
"7310","Internet","General","case-8921","T12 Check document X request unlicensed","Resource04",2011-08-09 14:31:33.293,"8","2"
"7311","Internet","General","case-8921","T14 Determine document X request unlicensed","Resource04",2011-08-09 14:32:00.893,"8","2"
"7312","Internet","General","case-8921","T15 Print document X request unlicensed","Resource04",2011-08-09 14:32:23.487,"8","2"
"7313","Internet","General","case-8922","Confirmation of receipt","Resource04",2011-08-08 14:56:56.883,"8","1"
"7314","Internet","General","case-8922","T02 Check confirmation of receipt","Resource04",2011-08-08 14:57:18.359,"8","1"
"7315","Internet","General","case-8922","T04 Determine confirmation of receipt","Resource04",2011-08-08 14:57:37.893,"8","1"
"7316","Internet","General","case-8922","T05 Print and send confirmation of receipt","Resource04",2011-08-08 14:57:57.968,"8","1"
"7317","Internet","General","case-8922","T06 Determine necessity of stop advice","Resource04",2011-08-08 15:15:44.899,"8","1"
"7318","Internet","General","case-8922","T10 Determine necessity to stop indication","Resource04",2011-08-08 15:16:10.956,"8","1"
"7319","Internet","General","case-8923","Confirmation of receipt","Resource13",2011-08-15 09:37:07.097,"8","1"
"7320","Internet","General","case-8923","T06 Determine necessity of stop advice","Resource13",2011-08-15 09:37:27.921,"8","1"
"7321","Internet","General","case-8923","T10 Determine necessity to stop indication","Resource13",2011-08-15 09:37:46.677,"8","1"
"7322","Internet","General","case-8923","T02 Check confirmation of receipt","Resource13",2011-08-15 09:38:23.127,"8","1"
"7323","Internet","General","case-8923","T04 Determine confirmation of receipt","Resource13",2011-08-15 09:38:43.809,"8","1"
"7324","Internet","General","case-8923","T05 Print and send confirmation of receipt","Resource13",2011-08-15 09:39:11.485,"8","1"
"7325","Internet","General","case-8932","Confirmation of receipt","admin2",2011-08-15 09:04:12.097,"8","1"
"7326","Internet","General","case-8934","Confirmation of receipt","Resource05",2011-08-11 09:25:50.571,"8","4"
"7327","Internet","General","case-8934","T06 Determine necessity of stop advice","Resource05",2011-08-11 09:26:19.437,"8","4"
"7328","Internet","General","case-8934","T02 Check confirmation of receipt","Resource05",2011-08-11 09:26:42.058,"8","4"
"7329","Internet","General","case-8934","T04 Determine confirmation of receipt","Resource05",2011-08-11 09:27:01.459,"8","4"
"7330","Internet","General","case-8934","T05 Print and send confirmation of receipt","Resource05",2011-08-11 09:27:41.372,"8","4"
"7331","Internet","General","case-8934","T10 Determine necessity to stop indication","Resource05",2011-08-11 09:28:37.415,"8","4"
"7332","Internet","General","case-8936","Confirmation of receipt","Resource02",2011-08-10 15:03:16.6,"8","3"
"7333","Internet","General","case-8936","T02 Check confirmation of receipt","Resource02",2011-08-10 15:03:43.965,"8","3"
"7334","Internet","General","case-8936","T04 Determine confirmation of receipt","Resource02",2011-08-10 15:04:03.653,"8","3"
"7335","Internet","General","case-8936","T05 Print and send confirmation of receipt","Resource02",2011-08-10 15:04:22.437,"8","3"
"7336","Internet","General","case-8936","T06 Determine necessity of stop advice","Resource02",2011-08-10 15:04:39.823,"8","3"
"7337","Internet","General","case-8936","T10 Determine necessity to stop indication","Resource02",2011-08-10 15:23:58.423,"8","3"
"7338","Internet","General","case-8954","Confirmation of receipt","Resource04",2011-08-04 11:33:25.033,"8","4"
"7339","Internet","General","case-8954","T02 Check confirmation of receipt","Resource04",2011-08-04 11:33:47.076,"8","4"
"7340","Internet","General","case-8954","T04 Determine confirmation of receipt","Resource04",2011-08-04 11:34:05.872,"8","4"
"7341","Internet","General","case-8954","T05 Print and send confirmation of receipt","Resource04",2011-08-04 11:34:24.912,"8","4"
"7342","Internet","General","case-8954","T06 Determine necessity of stop advice","Resource04",2011-08-04 11:34:42.221,"8","4"
"7343","Internet","General","case-8954","T10 Determine necessity to stop indication","Resource04",2011-08-04 11:35:01.839,"8","4"
"7344","Internet","General","case-8958","Confirmation of receipt","Resource14",2011-08-09 10:11:55.902,"8","2"
"7345","Internet","General","case-8958","T02 Check confirmation of receipt","Resource14",2011-08-09 10:12:36.77,"8","2"
"7346","Internet","General","case-8958","T04 Determine confirmation of receipt","Resource14",2011-08-09 10:12:56.494,"8","2"
"7347","Internet","General","case-8958","T05 Print and send confirmation of receipt","Resource14",2011-08-09 10:13:22.672,"8","2"
"7348","Internet","General","case-8958","T06 Determine necessity of stop advice","Resource14",2011-08-09 10:41:14.999,"8","2"
"7349","Internet","General","case-8958","T10 Determine necessity to stop indication","Resource14",2011-08-09 10:43:50.06,"8","2"
"7350","Internet","General","case-8959","Confirmation of receipt","Resource01",2011-08-10 14:16:59.274,"8","3"
"7351","Internet","General","case-8959","T02 Check confirmation of receipt","Resource01",2011-08-10 14:17:22.152,"8","3"
"7352","Internet","General","case-8959","T04 Determine confirmation of receipt","Resource01",2011-08-10 14:17:50.313,"8","3"
"7353","Internet","General","case-8959","T05 Print and send confirmation of receipt","Resource01",2011-08-10 14:18:35.008,"8","3"
"7354","Internet","General","case-8959","T06 Determine necessity of stop advice","Resource01",2011-08-10 14:19:30.47,"8","3"
"7355","Internet","General","case-8959","T10 Determine necessity to stop indication","Resource01",2011-08-10 14:19:57.555,"8","3"
"7356","Internet","General","case-8962","Confirmation of receipt","Resource01",2011-08-10 15:32:50.308,"8","3"
"7357","Internet","General","case-8962","T02 Check confirmation of receipt","Resource01",2011-08-10 15:33:35.557,"8","3"
"7358","Internet","General","case-8962","T04 Determine confirmation of receipt","Resource01",2011-08-10 15:34:56.533,"8","3"
"7359","Internet","General","case-8962","T05 Print and send confirmation of receipt","Resource01",2011-08-10 15:35:20.702,"8","3"
"7360","Internet","General","case-8962","T06 Determine necessity of stop advice","Resource01",2011-08-10 15:35:35.913,"8","3"
"7361","Internet","General","case-8962","T10 Determine necessity to stop indication","Resource01",2011-08-10 15:36:05.724,"8","3"
"7362","Internet","General","case-8964","Confirmation of receipt","Resource01",2011-08-11 09:17:34.597,"8","4"
"7363","Internet","General","case-8964","T02 Check confirmation of receipt","Resource01",2011-08-11 09:17:57.894,"8","4"
"7364","Internet","General","case-8964","T04 Determine confirmation of receipt","Resource01",2011-08-11 09:18:25.057,"8","4"
"7365","Internet","General","case-8964","T05 Print and send confirmation of receipt","Resource01",2011-08-11 09:18:44.028,"8","4"
"7366","Internet","General","case-8964","T06 Determine necessity of stop advice","Resource01",2011-08-11 09:19:04.671,"8","4"
"7367","Internet","General","case-8964","T10 Determine necessity to stop indication","Resource01",2011-08-11 09:19:23.985,"8","4"
"7368","Internet","General","case-8967","Confirmation of receipt","Resource04",2011-08-15 14:47:45.427,"8","1"
"7369","Internet","General","case-8967","T02 Check confirmation of receipt","Resource04",2011-08-15 14:48:15.319,"8","1"
"7370","Internet","General","case-8967","T04 Determine confirmation of receipt","Resource04",2011-08-15 14:48:41.486,"8","1"
"7371","Internet","General","case-8967","T05 Print and send confirmation of receipt","Resource04",2011-08-15 14:49:07.1,"8","1"
"7372","Internet","General","case-8967","T06 Determine necessity of stop advice","Resource04",2011-08-15 14:59:03.928,"8","1"
"7373","Internet","General","case-8967","T10 Determine necessity to stop indication","Resource04",2011-08-15 15:00:39.031,"8","1"
"7374","Internet","General","case-8969","Confirmation of receipt","Resource01",2011-09-08 08:59:20.294,"9","4"
"7375","Internet","General","case-8969","T02 Check confirmation of receipt","Resource01",2011-09-08 09:00:54.687,"9","4"
"7376","Internet","General","case-8969","T04 Determine confirmation of receipt","Resource19",2011-09-09 09:22:30.85,"9","5"
"7377","Internet","General","case-8969","T05 Print and send confirmation of receipt","admin1",2011-09-09 09:26:11.076,"9","5"
"7378","Internet","General","case-8969","T06 Determine necessity of stop advice","admin2",2011-09-15 09:36:09.253,"9","4"
"7379","Internet","General","case-8977","Confirmation of receipt","Resource30",2011-09-14 13:20:07.989,"9","3"
"7380","Internet","General","case-8982","Confirmation of receipt","Resource13",2011-08-12 11:47:42.594,"8","5"
"7381","Internet","General","case-8982","T02 Check confirmation of receipt","Resource13",2011-08-12 11:49:37.019,"8","5"
"7382","Internet","General","case-8982","T04 Determine confirmation of receipt","Resource13",2011-08-12 11:50:06.654,"8","5"
"7383","Internet","General","case-8982","T05 Print and send confirmation of receipt","Resource13",2011-08-12 11:52:49.567,"8","5"
"7384","Internet","General","case-8982","T06 Determine necessity of stop advice","Resource13",2011-08-12 11:53:06.407,"8","5"
"7385","Internet","General","case-8982","T10 Determine necessity to stop indication","Resource13",2011-08-12 11:54:03.012,"8","5"
"7386","Internet","General","case-8983","Confirmation of receipt","Resource02",2011-08-22 08:46:15.702,"8","1"
"7387","Internet","General","case-8983","T02 Check confirmation of receipt","Resource02",2011-08-22 08:47:11.778,"8","1"
"7388","Internet","General","case-8983","T04 Determine confirmation of receipt","Resource02",2011-08-22 09:05:22.802,"8","1"
"7389","Internet","General","case-8983","T05 Print and send confirmation of receipt","Resource02",2011-08-22 09:22:41.469,"8","1"
"7390","Internet","General","case-8983","T06 Determine necessity of stop advice","Resource02",2011-09-25 18:17:48.604,"9","7"
"7391","Internet","General","case-8983","T10 Determine necessity to stop indication","Resource02",2011-09-25 18:18:16.498,"9","7"
"7392","Internet","General","case-8986","Confirmation of receipt","Resource14",2011-08-26 12:50:15.651,"8","5"
"7393","Internet","General","case-8986","T02 Check confirmation of receipt","Resource14",2011-08-26 12:50:37.469,"8","5"
"7394","Internet","General","case-8986","T04 Determine confirmation of receipt","Resource14",2011-08-26 12:50:58.097,"8","5"
"7395","Internet","General","case-8986","T05 Print and send confirmation of receipt","Resource14",2011-08-26 12:51:21.604,"8","5"
"7396","Internet","General","case-8986","T06 Determine necessity of stop advice","Resource14",2011-08-29 10:40:23.636,"8","1"
"7397","Internet","General","case-8986","T10 Determine necessity to stop indication","Resource14",2011-08-29 10:40:44.349,"8","1"
"7398","Internet","General","case-8989","Confirmation of receipt","Resource12",2011-08-11 14:25:17.524,"8","4"
"7399","Internet","General","case-8989","T02 Check confirmation of receipt","Resource12",2011-08-11 14:26:04.791,"8","4"
"7400","Internet","General","case-8989","T04 Determine confirmation of receipt","Resource12",2011-08-11 14:26:51.38,"8","4"
"7401","Internet","General","case-8989","T05 Print and send confirmation of receipt","Resource12",2011-08-11 14:27:52.79,"8","4"
"7402","Internet","General","case-8989","T06 Determine necessity of stop advice","Resource12",2011-08-11 14:33:07.403,"8","4"
"7403","Internet","General","case-8989","T07-3 Draft intern advice hold for aspect 3","Resource12",2011-08-11 14:35:16.881,"8","4"
"7404","Internet","General","case-8989","T07-2 Draft intern advice aspect 2","Resource12",2011-08-11 14:45:44.795,"8","4"
"7405","Internet","General","case-8989","T06 Determine necessity of stop advice","Resource12",2011-08-11 14:46:35.333,"8","4"
"7406","Internet","General","case-8989","T07-2 Draft intern advice aspect 2","Resource12",2011-08-11 14:47:03.653,"8","4"
"7407","Internet","General","case-8989","T07-3 Draft intern advice hold for aspect 3","Resource12",2011-08-11 14:47:22.767,"8","4"
"7408","Internet","General","case-8989","T06 Determine necessity of stop advice","Resource12",2011-08-11 14:47:46.348,"8","4"
"7409","Internet","General","case-8989","T10 Determine necessity to stop indication","Resource12",2011-08-11 14:48:34.97,"8","4"
"7410","Internet","General","case-8992","Confirmation of receipt","admin2",2011-09-26 08:35:08.169,"9","1"
"7411","Internet","General","case-8993","Confirmation of receipt","Resource06",2011-08-10 08:46:13.009,"8","3"
"7412","Internet","General","case-8993","T02 Check confirmation of receipt","Resource06",2011-08-10 08:46:40.893,"8","3"
"7413","Internet","General","case-8993","T04 Determine confirmation of receipt","Resource06",2011-08-10 08:47:00.406,"8","3"
"7414","Internet","General","case-8993","T05 Print and send confirmation of receipt","Resource06",2011-08-10 08:47:21.444,"8","3"
"7415","Internet","General","case-8993","T06 Determine necessity of stop advice","Resource06",2011-08-10 08:47:37.307,"8","3"
"7416","Internet","General","case-8993","T10 Determine necessity to stop indication","Resource06",2011-08-10 09:03:28.778,"8","3"
"7417","Internet","General","case-8998","Confirmation of receipt","Resource14",2011-08-11 09:19:07.312,"8","4"
"7418","Internet","General","case-8998","T02 Check confirmation of receipt","Resource14",2011-08-11 09:19:37.957,"8","4"
"7419","Internet","General","case-8998","T04 Determine confirmation of receipt","Resource14",2011-08-11 09:20:17.986,"8","4"
"7420","Internet","General","case-8998","T05 Print and send confirmation of receipt","Resource14",2011-08-11 09:20:42.982,"8","4"
"7421","Internet","General","case-8998","T06 Determine necessity of stop advice","Resource14",2011-08-11 10:19:57.784,"8","4"
"7422","Internet","General","case-8998","T10 Determine necessity to stop indication","Resource14",2011-08-11 10:20:33.78,"8","4"
"7423","Internet","General","case-9004","Confirmation of receipt","Resource14",2011-08-16 11:14:52.974,"8","2"
"7424","Internet","General","case-9004","T02 Check confirmation of receipt","Resource14",2011-08-16 11:15:20.107,"8","2"
"7425","Internet","General","case-9004","T04 Determine confirmation of receipt","Resource14",2011-08-16 11:16:26.667,"8","2"
"7426","Internet","General","case-9004","T05 Print and send confirmation of receipt","Resource14",2011-08-16 11:16:48.761,"8","2"
"7427","Internet","General","case-9004","T06 Determine necessity of stop advice","Resource14",2011-08-16 11:54:43.404,"8","2"
"7428","Internet","General","case-9004","T10 Determine necessity to stop indication","Resource14",2011-08-16 11:55:04.023,"8","2"
"7429","Internet","General","case-9011","Confirmation of receipt","Resource02",2011-08-18 09:03:47.712,"8","4"
